sourceLanguage 	 targetLanguage 	 sourceText 	 targetText 	 conversationId 	 direction 	 tone 	 customerId
en 	 nl 	 Hi NAME-M , nice to meet you on chat. 	 Hallo NAME-M, leuk je te ontmoeten hier op de chat. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I really understand what you mean, let me check into the issue that you have. 	 Ik begrijp echt wat je bedoelt, laat me het probleem bekijken dat je hebt. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Could you please provide me your email address which associated with  your PRS-ORG account. 	 Kun je mij je e-mailadres geven dat aan je PRS-ORG-account is gekoppeld? 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 EMAIL 	 EMAIL 	 619cd27833b5701af19fcb3c 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you. 	 Dank je wel. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please allow me sometime. 	 Geef me alsjeblieft een moment. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 er zou al een onderzoek gestart zijn maar heb niks meer gehoord 	 An investigation was supposed to have started, but I haven't heard anything 	 619cd27833b5701af19fcb3c 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ik heb nooit geen inbreuken als cointransfer ofzo gedaan dus weet niet wat het probleem is :) 	 I've never done any breaches like coin transfer or anything, so I don't know what the problem is :) 	 619cd27833b5701af19fcb3c 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 maar heb al verscheidene keren contact gehad maar hoor nooit niks van ieand 	 I have been in contact several times but I never hear from anyone 	 619cd27833b5701af19fcb3c 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 iemand 	 anyone 	 619cd27833b5701af19fcb3c 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hi there, I can see that you case is still under investigation. 	 Hoi daar, ik kan zien dat je zaak nog steeds wordt onderzocht. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 No worries, I will be escalate to the concern team on your behalf to make sure that you case has resolve as soon as possible. 	 Geen zorgen, ik zal het escaleren naar het betrokken team om er zeker van te zijn dat je zaak zo snel mogelijk wordt opgelost. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Rest assured, they will do all the necessary investigation and they will get back to you via email. 	 Wees gerust, ze zullen al het nodige onderzoek doen en ze nemen per e-mail contact met je op. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 oke alvast bedankt en prettige dag nog ! 	 ok, thanks in advance and have a nice day! 	 619cd27833b5701af19fcb3c 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You're welcome! 	 Graag gedaan! 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Is there anything else I can help you ? 	 Is er nog iets waarmee ik je kan helpen? 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 nee bedankt , prettige dag nog en hopelijk hoor ik snel iets! 	 no thanks, have a nice day, I hope to hear from you soon! 	 619cd27833b5701af19fcb3c 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for contacting PRS-ORG help. 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please feel free to contact us again if you need any further assistance. 	 Neem gerust opnieuw contact met ons op als je verdere hulp nodig hebt. 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Wish you a good day! 	 Ik wens je een fijne dag! 	 619cd27833b5701af19fcb3c 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 NAME-M 	 NAME-M 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hey NAME-M, nice to meet you. 	 Hey NAME-M, leuk je te ontmoeten. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I hope you are doing well. 	 Ik hoop dat het goed met je gaat. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 May I know the issue to assist you better? 	 Kun je mij vertellen wat het probleem is, zodat ik je verder kan helpen? 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 goed hoor met jou? 	 I'm fine, and you? 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb een vraag 	 I have a question 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I am fine thank you. 	 Met mij gaat het goed, bedankt. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I am glad you asked for it. 	 Ik ben blij dat je dat even vraagt. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Just started my day and you are my first customer. 	 Ik ben net begonnen met mijn dag en je bent mijn eerste klant. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Lets see how it goes. 	 Laten we eens kijken hoe het gaat. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Yes. 	 Ja. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ik heb 2 psn netwerk gekoppeld aan mijn PRS-ORG account. 	 I have 2 PSN network linked to my PRS-ORG account. 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik zou graag een gekoppelde accoint van mijn zoontje willen verwijderen en van mij willen toevoegen 	 I would like to remove a linked account from my son and add mine 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Gekoppelde accounts als ik het zo zie zijn 	 Linked accounts as I see it are 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 So you are here to PRS-ORG Account from your PRS-ORG Account. 	 Dus je bent hier om het PRS-ORG-account van je PRS-ORG-account te ontkoppelen. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Is that correct? 	 Klopt dat? 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ALPHANUMERICID ( deze wil ik graag behouden) 	 ALPHANUMERICID (I would like to keep this one) 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 en PRS-ORG 	 and PRS-ORG 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Certainly I can help you to unlink PRS-ORG Account from PRS-ORG Account if it is not already done. 	 Ik kan je zeker helpen om het PRS-ORG-account van het PRS-ORG-account te ontkoppelen als dat nog niet is gebeurd. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Can I get email address associated with your PRS-ORG/PRS-ORG Account to which the PRS-ORG Account is currently linked? 	 Mag ik het e-mailadres weten dat is gekoppeld aan je PRS-ORG/PRS-ORG-account waaraan het PRS-ORG-account momenteel is gekoppeld? 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Nee ik wil 1 account wel behouden 	 No, I do want to keep 1 account 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ALPHANUMERICID moet behouden blijven 	 ALPHANUMERICID must be preserved 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 PRS-ORG mag er vanaf 	 PRS-ORG may be removed 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 kan dit of ben ik dan mijn team kwijt? 	 Is this possible or will I lose my team? 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 EMAIL  is the email associated with your PRS-ORG Account. 	 EMAIL is het e-mailadres dat is gekoppeld aan je PRS-ORG-account. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Right? 	 Klopt dat? 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ik speel PRS-ORG ultimate team en wil graag dat het team behouden blijft 	 I play PRS-ORG ultimate team and would like to keep the team 	 63c7fe268e50ce6ce32e275e 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 unlinking the PS Account will delete the game progress of PRS-ORG Account. 	 Als je het PS-account ontkoppelt, wordt de voortgang van het spel van het PRS-ORG-account verwijderd. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Follow steps on below link, login with EMAIL PRS-ORG Account and you will able to unlink the PlayStation Account from your end also: 	 Volg de stappen op onderstaande link, log in met EMAIL PRS-ORG-account en je kunt het Playstation-account ook van jouw kant ontkoppelen: 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 URL 	 URL 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Make sure to read all the risks before unlinking the account: 	 Zorg ervoor dat je alle risico's leest voordat je het account ontkoppelt: 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 URL. 	 URL. 	 63c7fe268e50ce6ce32e275e 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-F. 	 My name is NAME-F. 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hoi ik ben NAME-M 	 Hi, I'm NAME-M 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello NAME-M, nice to meet you. 	 Hallo NAME-M, leuk je te ontmoeten. 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I hope you are doing good today. 	 Ik hoop dat het goed met je gaat vandaag. 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How may I help you? 	 Hoe kan ik je helpen? 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Alles gaat goed, behalve dat ik geen PRS-ORG kan spelen haha 	 Everything is going well, except I can't play PRS-ORG, haha 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik wil een match zoeken voor PRS-ORG kwalificatie maar elke keer als het spel geladen is valt die weg, omdat er dan een melding in beeld komt dat ik een update moet doen. 	 I want to search for a match for PRS-ORG qualification but every time the game loads, it stops, a notification is shown on the screen that I need to do an update. 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Maar ik heb de laatste update die er gedaan kan worden gedaan 	 But I have done the last update that can be done 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 No worries, I'll help you here with the PRS-ORG access issue. 	 Geen zorgen, ik zal je hier helpen met het probleem met de toegang tot de PRS-ORG. 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 May I know what's the exact error message that you are getting? 	 Wat is de exacte foutmelding die je krijgt? 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dat ik een update moet doen met de laatste dingen die geupdated zijn 	 That I should do an update with the latest things that have been updated 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Als ik dan bij de updates kijk op me playstation 4 dan staat er alle updates zijn gedaan 	 When I look at the updates on my PlayStation 4, it says all updates are done 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Can you share the exact error so that we can assist you better? 	 Kun je de exacte fout delen, zodat we je beter kunnen helpen? 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Download de laatste update voor PRS-ORG 	 Download the latest update for PRS-ORG 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Maar deze heb ik gedaan 	 But I did this one 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hij gooit me telkens eruit als we de wedstrijd willem beginnen en ik de tegenstander zijn elftal zie 	 It kicks me out every time we want to start the match, when I see the opponent's team 	 6283a45f59be0d703d615db1 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 First, the best thing to do from the start is power cycle your network and console. 	 Ten eerste kun je het beste meteen je netwerk en console uit- en inschakelen 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 That clears up most download and game issues. 	 Dat herstelt de meeste download- en gameproblemen. 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How to power cycle your PlayStation console 	 Hoe je Playstation-console uit- en inschakelen 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 1 	 1 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Touch the power button on the front of the PS4/5 for at least 7 seconds (until the system beeps twice). 	 Houd de aan-/uitknop aan de voorkant van de PS4/5 gedurende minstens 7 seconden ingedrukt (totdat het systeem twee keer piept). 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 2 	 2 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Turn it back on after 5 minutes. 	 Schakel het na 5 minuten weer in. 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Launch the game. 	 Start de game. 	 6283a45f59be0d703d615db1 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M 	 My name is NAME-M 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hi NAME-M! 	 Hallo NAME-M! 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How may I help you? 	 Hoe kan ik je helpen? 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb een 400K pakket gekocht in het Pools en er stond dat je 5 keer een 92x3 tots playerpick kreeg. 	 I bought a 400K package in Polish and it said you got 5 times a 92x3 tots playerpick. 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik had het pakket meteen gekocht, maar uit de pack kreeg ik opeens leen spelers! 	 I had bought the pack right away, but from the pack I suddenly got loan players! 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 in de beschrijving stond wel leen spelers waren 7 wedstrijden maar er  stond niet dat het over de pick ging. 	 the description did say loan players were 7 matches, but it didn't say it was about the pick. 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Nu wil ik dus compensation voor die picks. 	 So now I want compensation for those picks. 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I see you purchased  400k PRS-ORG with Incorrect description. 	 Ik zie dat je 400 k PRS-ORG hebt gekocht met een onjuiste beschrijving. 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Let me know if I got it right. 	 Laat me weten of ik het goed begrepen heb. 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja dat klopt. 	 Yes, that's right. 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Zou ik nu hiervoor compensatie willen krijgen want anders had ik dat pakketje niet gekocht? 	 I now would like compensation for this because otherwise I would not have bought that package. 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please don't worry! 	 Maak je alsjeblieft geen zorgen! 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will help you with the information. 	 Ik zal je helpen met de informatie. 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 There is a known issue and lots of players are facing the same issue. 	 Het probleem is bekend en veel spelers ondervinden hetzelfde probleem. 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Our team suggested you to wait for the fix from the game team as they are already investigating it. 	 Ons team stelt je voor om te wachten op de oplossing van het gameteam, aangezien ze het al onderzoeken. 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Is er dus een kans dat ik de picks uiteindelijk wel krijg? 	 So is there any chance that I will eventually get the picks? 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please keep an eye on our community for more information from the game team: URL 	 Houd onze community in de gaten voor meer informatie van het gameteam: URL 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Heel erg bedankt voor het helpen! 	 Thank you so much for helping! 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You are welcome! 	 Graag gedaan! 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 If there is any other issue, I will be happy to help. 	 Als er een ander probleem is, help ik je graag verder. 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Nee dankuwel. 	 No, thanks. 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Verder heb ik geen vragen 	 I have no further questions 	 64789cfecde4001159cc0492 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Okay thank you! 	 Oké, bedankt. 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for reaching out to PRS-ORG and have a wonderful evening! 	 Bedankt dat je contact hebt opgenomen met PRS-ORG en een fijne avond toegewenst! 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Take care and bye! 	 Wees voorzichtig en tot ziens! 	 64789cfecde4001159cc0492 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-N. 	 My name is NAME-N. 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik wil inloggen op de web app, maar dat lukt niet. 	 I want to log in to the web app, but I can't. 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Er wordt aangegeven dat ik mijn account moet verifiëren aan de hand van een code die naar m'n email gestuurd zou worden. 	 It tells me to verify my account using a code that would be sent to my email. 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 De code wordt echter niet gemaild. 	 However, the code isn't emailed. 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hi there, nice to meet you! 	 Hallo, leuk je te ontmoeten! 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I see you want to login to PRS-ORG app but not receiving verification code email to verify identity. 	 Ik zie dat je wilt inloggen op de PRS-ORG-app, maar dat je geen verificatiecode ontvangt in je e-mail om je identiteit te verifiëren. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will help you with it. 	 Ik zal je hiermee helpen. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please share email. 	 Gelieve het e-mailadres te delen. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 EMAIL 	 EMAIL 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please share verification code sent to it. 	 Stuur alsjeblieft de verificatiecode die je hebt ontvangen. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 ben je daar nog? 	 are you still here? 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 370213 	 370213 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Yes we're connected. 	 Ja, we zijn verbonden. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please use code PHONENUMBER to login to PRS-ORG app. 	 Gebruik code PHONENUMBER om in te loggen op de PRS-ORG-app. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik zit er in 	 I'm logged in 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 thanks! 	 Thanks! 	 621e48100b8c9c11f41d467f 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I am glad you liked the quick and easy solution provided. 	 Ik ben blij dat de snelle en eenvoudige oplossing heeft geholpen. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 And good luck with the FUT matches and rewards ahead! 	 En veel succes met de FUT-wedstrijden en beloningen! 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Feel free to reach us for future queries. 	 Neem gerust contact met ons op voor toekomstige vragen. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks for contacting us. 	 Bedankt dat je contact met ons hebt opgenomen. 	 621e48100b8c9c11f41d467f 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-F. 	 My name is NAME-F. 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 May I ask your first name? 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 net gesproken met PRS-ORG 	 I just talked to PRS-ORG 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 PHONENUMBER 	 PHONENUMBER 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 als het goed is is mijn account op EMAIL ontkoppeld van PSN correct? 	 Normally, my account at EMAIL should be disconnected from PSN, right? 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Nice to meet you, there. 	 Aangenaam kennis te maken. 	 6390b2a379e7c576cb88cfe0 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you are doing good today. 	 Ik hoop dat het goed met je gaat vandaag. 	 6390b2a379e7c576cb88cfe0 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will certainly look into the account to check if the PSN ID was disconnected or not. 	 Ik zal zeker kijken naar het account om te controleren of de PSN ID is ontkoppeld of niet. 	 6390b2a379e7c576cb88cfe0 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for sharing the email address. 	 Bedankt voor het sturen van het e-mailadres. 	 6390b2a379e7c576cb88cfe0 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please allow me a moment to locate the account. 	 Een moment alsjeblieft terwijl ik je account bekijk. 	 6390b2a379e7c576cb88cfe0 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Yes, seems the PSN ID was unlinked. 	 Ja, het lijkt erop dat de PSN ID is ontkoppeld. 	 6390b2a379e7c576cb88cfe0 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 EMAIL=oude account 	 EMAIL=old account 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 EMAIL= nieuw account 	 EMAIL= new account 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please let me know how can I help you further. 	 Laat me alsjeblieft weten hoe ik je verder kan helpen. 	 6390b2a379e7c576cb88cfe0 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 goed om te horen 	 good to hear 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 hoe kan het 	 how can it 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 nu wil ik mijn nieuwe account koppelen met PSN 	 now I want to link my new account with PSN 	 6390b2a379e7c576cb88cfe0 	 customer 	 informal 	 0015800001EMz0vAAD
